id,title,description,availability,condition,price,link,image_link,brand,product_type,inventory
11-10hu,Yến Chưng Saffron (10 hũ),"Yến chưng saffron là dòng sản phẩm mang cảm giác sang trọng và tinh tế. Màu sắc nhẹ nhàng của saffron kết hợp cùng yến sào tạo nên sản phẩm đẹp mắt, dễ truyền thông theo hướng chăm sóc sắc đẹp, quà tặng sức khỏe và phong cách sống cao cấp.",in stock,new,350000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-chung-saffron-hu-70ml,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783078074/trungbay_xzr9sm.png",Kingnest - Yến sào Khánh Hoà,Yến chưng,100
11-30hu,Yến Chưng Saffron (30 hũ),"Yến chưng saffron là dòng sản phẩm mang cảm giác sang trọng và tinh tế. Màu sắc nhẹ nhàng của saffron kết hợp cùng yến sào tạo nên sản phẩm đẹp mắt, dễ truyền thông theo hướng chăm sóc sắc đẹp, quà tặng sức khỏe và phong cách sống cao cấp.",in stock,new,900000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-chung-saffron-hu-70ml,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783078074/trungbay_xzr9sm.png",Kingnest - Yến sào Khánh Hoà,Yến chưng,100
12-10hu,Yến Chưng Long Nhãn (10 hũ),"Yến chưng long nhãn là vị có hương thơm gần gũi, ngọt dịu và dễ dùng. Khi kết hợp cùng yến sào, long nhãn giúp sản phẩm trở nên hài hòa, phù hợp cho cả sử dụng hằng ngày và biếu tặng trong những dịp cần sự tinh tế.",in stock,new,350000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-chung-long-nhan-hu-70ml,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783078102/trungbay_t9ddz3.png",Kingnest - Yến sào Khánh Hoà,Yến chưng,100
12-30hu,Yến Chưng Long Nhãn (30 hũ),"Yến chưng long nhãn là vị có hương thơm gần gũi, ngọt dịu và dễ dùng. Khi kết hợp cùng yến sào, long nhãn giúp sản phẩm trở nên hài hòa, phù hợp cho cả sử dụng hằng ngày và biếu tặng trong những dịp cần sự tinh tế.",in stock,new,900000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-chung-long-nhan-hu-70ml,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783078102/trungbay_t9ddz3.png",Kingnest - Yến sào Khánh Hoà,Yến chưng,100
13-10hu,Yến Chưng Vị Gừng (10 hũ),"Yến chưng vị gừng có hương thơm ấm, thanh và rất dễ nhận diện. Sản phẩm phù hợp với khách hàng thích cảm giác nhẹ bụng, ấm người, đặc biệt khi dùng hâm ấm. Đây là vị thích hợp để đưa vào combo gia đình hoặc gợi ý dùng theo mùa.",in stock,new,350000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-chung-vi-gung-hu-70ml,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783077921/trungbay_oqzixk.png",Kingnest - Yến sào Khánh Hoà,Yến chưng,100
13-30hu,Yến Chưng Vị Gừng (30 hũ),"Yến chưng vị gừng có hương thơm ấm, thanh và rất dễ nhận diện. Sản phẩm phù hợp với khách hàng thích cảm giác nhẹ bụng, ấm người, đặc biệt khi dùng hâm ấm. Đây là vị thích hợp để đưa vào combo gia đình hoặc gợi ý dùng theo mùa.",in stock,new,900000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-chung-vi-gung-hu-70ml,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783077921/trungbay_oqzixk.png",Kingnest - Yến sào Khánh Hoà,Yến chưng,100
14-10hu,Yến Chưng Đường Ăn Kiêng (10 hũ),"Yến chưng đường ăn kiêng giữ sự tinh khiết của yến sào nhưng có vị ngọt nhẹ hơn, phù hợp với người quan tâm đến chế độ ăn uống cân bằng. Đây là sản phẩm dễ tư vấn cho khách hàng muốn dùng yến thường xuyên nhưng không thích vị ngọt nhiều.",in stock,new,350000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-chung-duong-an-kieng-hu-70ml,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783078005/trungbay_zfuaan.png",Kingnest - Yến sào Khánh Hoà,Yến chưng,100
14-30hu,Yến Chưng Đường Ăn Kiêng (30 hũ),"Yến chưng đường ăn kiêng giữ sự tinh khiết của yến sào nhưng có vị ngọt nhẹ hơn, phù hợp với người quan tâm đến chế độ ăn uống cân bằng. Đây là sản phẩm dễ tư vấn cho khách hàng muốn dùng yến thường xuyên nhưng không thích vị ngọt nhiều.",in stock,new,900000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-chung-duong-an-kieng-hu-70ml,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783078005/trungbay_zfuaan.png",Kingnest - Yến sào Khánh Hoà,Yến chưng,100
17,Yến chân rìa sạch,"Yến chân rìa sạch là phần chân và rìa của tổ yến – nơi sợi yến bám chắc vào vách tổ, có hàm lượng dưỡng chất cao, sợi dày và dai hơn so với phần thân tổ. Sản phẩm được làm sạch hoàn toàn thủ công, giữ nguyên sợi yến tự nhiên, không tẩy trắng, không pha trộn, đảm bảo chất lượng và độ tinh khiết tuyệt đối. Đây là lựa chọn kinh tế, bổ dưỡng và tiện lợi, phù hợp dùng chưng yến hằng ngày cho cả gia đình mà vẫn đảm bảo đầy đủ giá trị dinh dưỡng như tổ yến nguyên.",in stock,new,2800000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=chan-yen-ria-sach,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783077780/trungbay_bge5ic.jpg",Kingnest - Yến sào Khánh Hoà,Chân rìa tinh,100
18-10hu,Yến Chưng Đông Trùng Hạ Thảo (10 hũ),"Yến chưng đông trùng hạ thảo là dòng sản phẩm cao cấp, kết hợp vị thanh tự nhiên của yến sào với hương vị đặc trưng của đông trùng hạ thảo. Sản phẩm mang cảm giác sang trọng, bổ dưỡng, thích hợp dùng hằng ngày hoặc làm quà tặng sức khỏe cho gia đình, người thân và đối tác.",in stock,new,350000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-chung-dong-trung-ha-thao-hu-70ml,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783078028/trungbay_wbrk0a.png",Kingnest - Yến sào Khánh Hoà,Yến chưng,100
18-30hu,Yến Chưng Đông Trùng Hạ Thảo (30 hũ),"Yến chưng đông trùng hạ thảo là dòng sản phẩm cao cấp, kết hợp vị thanh tự nhiên của yến sào với hương vị đặc trưng của đông trùng hạ thảo. Sản phẩm mang cảm giác sang trọng, bổ dưỡng, thích hợp dùng hằng ngày hoặc làm quà tặng sức khỏe cho gia đình, người thân và đối tác.",in stock,new,900000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-chung-dong-trung-ha-thao-hu-70ml,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783078028/trungbay_wbrk0a.png",Kingnest - Yến sào Khánh Hoà,Yến chưng,100
19-10hu,Yến Chưng Dành Cho Trẻ Em (10 hũ),"Yến chưng dành cho trẻ em được định hướng với hương vị nhẹ, dễ uống, giúp phụ huynh dễ bổ sung thêm một lựa chọn dinh dưỡng tiện lợi cho bé. Sản phẩm phù hợp dùng như bữa phụ, không thay thế bữa ăn chính và nên dùng theo lượng phù hợp với độ tuổi của trẻ.",in stock,new,350000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-chung-cho-tre-em-hu-70ml,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783077875/trungbay_ucgy5n.png",Kingnest - Yến sào Khánh Hoà,Yến chưng,100
19-30hu,Yến Chưng Dành Cho Trẻ Em (30 hũ),"Yến chưng dành cho trẻ em được định hướng với hương vị nhẹ, dễ uống, giúp phụ huynh dễ bổ sung thêm một lựa chọn dinh dưỡng tiện lợi cho bé. Sản phẩm phù hợp dùng như bữa phụ, không thay thế bữa ăn chính và nên dùng theo lượng phù hợp với độ tuổi của trẻ.",in stock,new,900000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-chung-cho-tre-em-hu-70ml,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783077875/trungbay_ucgy5n.png",Kingnest - Yến sào Khánh Hoà,Yến chưng,100
20-10hu,Yến Chưng Tam Vị (10 hũ),"Yến chưng tam vị là lựa chọn cân bằng giữa hương vị, hình thức và cảm giác bổ dưỡng. Táo đỏ thơm dịu, hạt sen bùi nhẹ, kỷ tử đẹp mắt kết hợp cùng yến sào tạo nên sản phẩm hài hòa, dễ dùng và rất phù hợp cho các set quà tặng.",in stock,new,350000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-chung-tam-vi-hu-70ml,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783078057/trungbay_gfzrwf.png",Kingnest - Yến sào Khánh Hoà,Yến chưng,100
20-30hu,Yến Chưng Tam Vị (30 hũ),"Yến chưng tam vị là lựa chọn cân bằng giữa hương vị, hình thức và cảm giác bổ dưỡng. Táo đỏ thơm dịu, hạt sen bùi nhẹ, kỷ tử đẹp mắt kết hợp cùng yến sào tạo nên sản phẩm hài hòa, dễ dùng và rất phù hợp cho các set quà tặng.",in stock,new,900000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-chung-tam-vi-hu-70ml,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783078057/trungbay_gfzrwf.png",Kingnest - Yến sào Khánh Hoà,Yến chưng,100
21-10hu,Yến Chưng Nhung Hươu (10 hũ),"Yến chưng nhung hươu là dòng sản phẩm có định vị cao cấp, phù hợp với khách hàng tìm kiếm món quà sức khỏe sang trọng. Sự kết hợp giữa yến sào và nhung hươu tạo cảm giác bổ dưỡng, mạnh mẽ, thích hợp đưa vào hộp quà hoặc combo biếu tặng.",in stock,new,350000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-chung-nhung-huou-hu-70ml,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783077999/trungbay_jqbqu5.png",Kingnest - Yến sào Khánh Hoà,Yến chưng,100
21-30hu,Yến Chưng Nhung Hươu (30 hũ),"Yến chưng nhung hươu là dòng sản phẩm có định vị cao cấp, phù hợp với khách hàng tìm kiếm món quà sức khỏe sang trọng. Sự kết hợp giữa yến sào và nhung hươu tạo cảm giác bổ dưỡng, mạnh mẽ, thích hợp đưa vào hộp quà hoặc combo biếu tặng.",in stock,new,900000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-chung-nhung-huou-hu-70ml,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783077999/trungbay_jqbqu5.png",Kingnest - Yến sào Khánh Hoà,Yến chưng,100
33,Yến tinh chế Loại 1,"Yến tinh chế 1 Kingnest Yến sào Khánh Hoà được làm từ tổ yến nguyên tổ 100%, trải qua quy trình làm sạch thủ công tỉ mỉ, loại bỏ hoàn toàn lông và tạp chất mà vẫn giữ nguyên hình dáng, sợi yến dai – giòn tự nhiên. Đây là dòng yến cao cấp nhất trong phân khúc tinh chế, phù hợp làm quà biếu sang trọng hoặc sử dụng trong chế biến món ăn, chưng yến bồi bổ sức khỏe.",in stock,new,3200000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-tinh-che-loai-1,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783077777/trungbay_n9dca4.jpg",Kingnest - Yến sào Khánh Hoà,Yến tinh chế,100
34,Hồng yến tinh chế,"Hồng yến tinh chế là dòng yến cao cấp với màu hồng cam tự nhiên, giàu khoáng chất và đạm sinh học hơn các loại yến trắng thông thường. Sản phẩm được rút lông sạch 100% bằng thủ công, giữ nguyên form tổ, độ dai – độ nở và hương thơm đặc trưng của hồng yến. Nhờ giá trị dinh dưỡng cao, hồng yến được xem là quà tặng thượng hạng và là lựa chọn tuyệt vời để bồi bổ sức khỏe.",in stock,new,4500000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=hong-yen-tinh-che,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783078344/trungbay_fx8byz.png",Kingnest - Yến sào Khánh Hoà,Yến tinh chế,100
35,Yến tinh chế sợi ngắn loại 20 tổ,"Yến tinh chế sợi ngắn loại 20 tổ được sản xuất từ tổ yến thô nguyên chất, qua quy trình rút lông, làm sạch và định hình thủ công tỉ mỉ. Phần sợi yến ngắn được chọn lọc kỹ, giữ nguyên cấu trúc sợi tự nhiên, giàu dưỡng chất và có mùi thơm đặc trưng của yến thật. Với 20 tổ yến được tinh chế sẵn, sản phẩm vừa tiện lợi khi chế biến, vừa phù hợp cho gia đình sử dụng thường xuyên, hoặc làm quà biếu tặng sang trọng trong các dịp đặc biệt.",in stock,new,2800000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-tinh-che-soi-ngan-20-to,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783077789/trungbay_qagma7.jpg",Kingnest - Yến sào Khánh Hoà,Yến tinh chế,100
36,Yến tinh chế gân tuyết,"Yến tinh chế gân tuyết Kingnest Yến sào Khánh Hoà là dòng sản phẩm cao cấp được chọn lọc từ tổ yến nguyên tổ loại 1, qua quy trình làm sạch thủ công tỉ mỉ, giữ lại nguyên phần gân yến trắng ngần – phần chứa nhiều protein và axit amin quý giá nhất của tổ yến. Sản phẩm sở hữu sợi yến dài, bóng, trắng mịn như tuyết, mang đến giá trị dinh dưỡng vượt trội và hương vị tinh tế đặc trưng của yến sào thượng hạng.",in stock,new,3500000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-tinh-che-gan-tuyet,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783078370/trungbay_mg3vhx.png",Kingnest - Yến sào Khánh Hoà,Yến tinh chế,100
37,Yến tinh chế hoa hồng,"Yến tinh chế hoa hồng là dòng yến cao cấp được thợ lành nghề định hình theo dáng hoa hồng sang trọng, phù hợp làm quà biếu đẳng cấp hoặc trưng bày trong hộp quà cao cấp. Sản phẩm được rút lông sạch 100% bằng thủ công, giữ nguyên màu tự nhiên và độ dai – độ nở đặc trưng của yến thật. Từng cánh yến xếp tỉ mỉ, tạo form hoa mềm mại, đẹp mắt và giá trị thẩm mỹ cao.",in stock,new,2800000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-tinh-che-hoa-hong,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783077785/trungbay_mfjbnn.jpg",Kingnest - Yến sào Khánh Hoà,Yến tinh chế,100
38,Yến viên xu baby,"Yến viên xu baby được làm từ yến tinh chế sạch 100%, được định hình thành viên tròn nhỏ, giúp mẹ dễ dàng chia khẩu phần cho bé và giúp bé ăn yến nhanh – gọn – không sợ rơi vụn. Mỗi viên được nén từ sợi yến nguyên chất, không pha trộn, không chất bảo quản, giữ nguyên hương vị tự nhiên và hàm lượng dưỡng chất quý trong tổ yến. Sản phẩm sinh ra để tiện lợi cho mẹ – dinh dưỡng cho bé.",in stock,new,2200000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-vien-xu-baby,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783078324/trungbay_avbskf.png",Kingnest - Yến sào Khánh Hoà,Yến viên,100
39,Yến thô VIP,"Yến thô VIP là dòng yến cao cấp nhất trong phân khúc thô, được tuyển chọn từ những tổ to – già – chắc sợi, màu trắng sáng tự nhiên, ít lông, form cực đẹp. Đây là loại yến được nhiều khách hàng sành yến và khách biếu tặng lựa chọn bởi độ nguyên bản, hàm lượng dưỡng chất cao và độ nở vượt trội. Khi chưng, yến VIP cho sợi dai – dày – thơm đậm, giữ trọn hương vị tự nhiên của tổ yến tinh khiết.",in stock,new,2400000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-tho-vip,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783078056/trungbay_abyswa.png",Kingnest - Yến sào Khánh Hoà,Yến thô,100
41,Yến tinh chế loại 2,"Yến tinh chế loại 2 được làm từ tổ yến thô nguyên chất, trải qua quy trình làm sạch, rút lông kỹ và định hình thủ công bởi đội ngũ thợ lành nghề. Mỗi tổ yến được giữ nguyên sợi yến tự nhiên, có độ dày vừa phải, sợi mảnh, đẹp và đều. Dòng sản phẩm này được nhiều khách hàng yêu thích vì vừa đảm bảo chất lượng cao, vừa có giá thành hợp lý, thích hợp dùng cho gia đình hoặc làm quà biếu tinh tế.",in stock,new,2800000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-tinh-che-loai-2,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783078171/trungbay_xm9tdc.png",Kingnest - Yến sào Khánh Hoà,Yến tinh chế,100
42,Chân yến sạch nhỏ,"Chân yến sạch nhỏ là phần chân tổ yến có kích thước nhỏ hơn, nhưng vẫn giữ nguyên độ dai – dày – thơm tự nhiên. Sản phẩm được làm sạch thủ công 100%, loại bỏ hết lông và tạp chất, không sử dụng hóa chất hay chất tẩy, đảm bảo an toàn và tinh khiết tuyệt đối. Đây là lựa chọn giá tốt – tiết kiệm – bổ dưỡng, cực kỳ phù hợp cho gia đình sử dụng hằng ngày, đặc biệt khi chưng yến cho trẻ em, người lớn tuổi hoặc nấu cháo, hầm xương, làm món mềm dễ ăn.",in stock,new,2600000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=chan-yen-sach-nho,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783077792/trungbay_eddcp4.jpg",Kingnest - Yến sào Khánh Hoà,Chân rìa tinh,100
65-10hu,Yến Chưng Ăn Kiêng Đông Trùng Hạ Thảo (10 hũ),"Yến chưng ăn kiêng đông trùng hạ thảo là lựa chọn dành cho khách hàng muốn dùng sản phẩm cao cấp nhưng vẫn chú ý kiểm soát lượng đường. Hương vị thanh nhẹ, dễ dùng, phù hợp với nhóm khách hàng theo chế độ ăn lành mạnh hoặc cần sản phẩm quà tặng tinh tế hơn.",in stock,new,350000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-chung-an-kieng-dong-trung-ha-thao-hu-70ml,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783078005/trungbay_zfuaan.png",Kingnest - Yến sào Khánh Hoà,Yến chưng,100
65-30hu,Yến Chưng Ăn Kiêng Đông Trùng Hạ Thảo (30 hũ),"Yến chưng ăn kiêng đông trùng hạ thảo là lựa chọn dành cho khách hàng muốn dùng sản phẩm cao cấp nhưng vẫn chú ý kiểm soát lượng đường. Hương vị thanh nhẹ, dễ dùng, phù hợp với nhóm khách hàng theo chế độ ăn lành mạnh hoặc cần sản phẩm quà tặng tinh tế hơn.",in stock,new,900000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-chung-an-kieng-dong-trung-ha-thao-hu-70ml,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783078005/trungbay_zfuaan.png",Kingnest - Yến sào Khánh Hoà,Yến chưng,100
97,Yến rút lông cao cấp,"Yến rút lông cao cấp được chế biến từ tổ yến thô nguyên chất, qua quy trình rút lông thủ công tỉ mỉ, đảm bảo sạch hoàn toàn, giữ nguyên sợi yến tự nhiên và giá trị dinh dưỡng vốn có. Mỗi tổ yến đều được giữ nguyên hình dáng, sợi yến khô, trắng tự nhiên, không tẩy, không pha tạp – thể hiện chất lượng đặc trưng của sản phẩm cao cấp. Đây là dòng sản phẩm được nhiều khách hàng lựa chọn vì vừa giữ nguyên hương vị tự nhiên, vừa tiết kiệm thời gian sơ chế, thích hợp dùng tại nhà hoặc làm quà biếu sang trọng.",in stock,new,3800000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=yen-rut-long-xuong-cao-cap,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783078343/trungbay_kiwim9.png",Kingnest - Yến sào Khánh Hoà,Yến rút lông,100
98,Thùng yến giá sỉ,"Bổ sung protein, axit amin và khoáng chất tự nhiên từ yến sào.",in stock,new,1200000 VND,https://kingnestyensao.com/chi-tiet-san-pham?slug=thung-yen-gia-si,"https://res.cloudinary.com/ln22f4im/image/upload/f_auto,q_auto,w_1200/v1783077833/trungbay_vrkjdh.png",Kingnest - Yến sào Khánh Hoà,Yến chưng,100
